seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr15	34393818	34393982	165	*	X037614	56851	34376224	34394053	17830	-	0	inside	70	EMC7
chr15	35047339	35047711	373	*	X037624	57369	35044642	35046782	2141	-	556	upstream	556	GJD2
chr15	35047881	35047884	4	*	X037625	57369	35044642	35046782	2141	-	1098	upstream	1098	GJD2
chr15	35048664	35048753	90	*	X037626	57369	35044642	35046782	2141	-	1881	upstream	1881	GJD2
chr15	35088013	35088190	178	*	X037631	70	35080297	35087927	7631	-	85	upstream	85	ACTC1
chr15	35089170	35089420	251	*	X037632	70	35080297	35087927	7631	-	1242	upstream	1242	ACTC1
chr15	35089879	35090028	150	*	X037633	70	35080297	35087927	7631	-	1951	upstream	1951	ACTC1
chr15	37178502	37178606	105	*	X037653	145845	37156644	37178734	22091	-	0	inside	127	LOC145845
chr15	37179254	37179276	23	*	X037654	145845	37156644	37178734	22091	-	519	upstream	519	LOC145845
chr15	38545345	38545623	279	*	X037664	161742	38545052	38649450	104399	+	0	inside	292	SPRED1
chr15	38746564	38746728	165	*	X037667	283742	38746328	38777063	30736	+	0	inside	235	FAM98B
chr15	38857086	38857182	97	*	X037669	10125	38780302	38857007	76706	-	78	upstream	78	RASGRP1
chr15	40212729	40212923	195	*	X037689	11245	40091223	40213093	121871	-	0	inside	169	GPR176
chr15	40212934	40213014	81	*	X037690	11245	40091223	40213093	121871	-	0	inside	78	GPR176
chr15	40224945	40225049	105	*	X037692	440275	40226347	40327797	101451	+	1297	upstream	1297	EIF2AK4
chr15	40330975	40331279	305	*	X037693	100131089	40331512	40359710	28199	+	232	upstream	232	SRP14-AS1
chr15	40330975	40331279	305	*	X037693	6727	40327891	40331389	3499	-	0	inside	109	SRP14
chr15	40331876	40331906	31	*	X037694	6727	40327891	40331389	3499	-	486	upstream	486	SRP14
chr15	40332543	40332662	120	*	X037695	6727	40327891	40331389	3499	-	1153	upstream	1153	SRP14
chr15	40332678	40332778	101	*	X037696	6727	40327891	40331389	3499	-	1288	upstream	1288	SRP14
chr15	40400625	40400867	243	*	X037699	90427	40380091	40401085	20995	-	0	inside	217	BMF
chr15	40453329	40453361	33	*	X037706	701	40453210	40513337	60128	+	0	inside	118	BUB1B
chr15	40453437	40453571	135	*	X037707	701	40453210	40513337	60128	+	0	inside	226	BUB1B
chr15	40544904	40544991	88	*	X037720	644809	40542866	40545110	2245	-	0	inside	118	PAK6-AS1
chr15	40545526	40545756	231	*	X037721	644809	40542866	40545110	2245	-	415	upstream	415	PAK6-AS1
chr15	40545841	40545990	150	*	X037722	644809	40542866	40545110	2245	-	730	upstream	730	PAK6-AS1
chr15	40546129	40546218	90	*	X037723	644809	40542866	40545110	2245	-	1018	upstream	1018	PAK6-AS1
chr15	40574969	40575101	133	*	X037742	100131244	40573645	40574787	1143	-	181	upstream	181	ANKRD63
chr15	40575614	40575678	65	*	X037743	100131244	40573645	40574787	1143	-	826	upstream	826	ANKRD63
chr15	40575785	40576039	255	*	X037744	100131244	40573645	40574787	1143	-	997	upstream	997	ANKRD63
chr15	40576054	40576173	120	*	X037745	100131244	40573645	40574787	1143	-	1266	upstream	1266	ANKRD63
chr15	40576355	40576504	150	*	X037746	100131244	40573645	40574787	1143	-	1567	upstream	1567	ANKRD63
chr15	40576655	40576774	120	*	X037747	100131244	40573645	40574787	1143	-	1867	upstream	1867	ANKRD63
chr15	40600484	40600648	165	*	X037791	5330	40580098	40600174	20077	-	309	upstream	309	PLCB2
chr15	40601561	40601667	107	*	X037792	5330	40580098	40600174	20077	-	1386	upstream	1386	PLCB2
chr15	40649367	40649546	180	*	X037799	85455	40650434	40663256	12823	+	887	upstream	887	DISP2
chr15	40729777	40730241	465	*	X037824	22893	40731920	40760441	28522	+	1678	upstream	1678	BAHD1
chr15	40730572	40730676	105	*	X037825	22893	40731920	40760441	28522	+	1243	upstream	1243	BAHD1
chr15	40730725	40730874	150	*	X037826	22893	40731920	40760441	28522	+	1045	upstream	1045	BAHD1
chr15	40730920	40731026	107	*	X037827	22893	40731920	40760441	28522	+	893	upstream	893	BAHD1
chr15	40731202	40731486	285	*	X037828	22893	40731920	40760441	28522	+	433	upstream	433	BAHD1
chr15	40731685	40731879	195	*	X037829	22893	40731920	40760441	28522	+	40	upstream	40	BAHD1
chr15	40731970	40732284	315	*	X037830	22893	40731920	40760441	28522	+	0	inside	49	BAHD1
chr15	40886637	40886771	135	*	X037843	57082	40886447	40954881	68435	+	0	inside	189	KNL1
chr15	40987405	40987449	45	*	X037844	5888	40987327	41024356	37030	+	0	inside	77	RAD51
chr15	40987405	40987449	45	*	X037844	100505648	40985953	40987303	1351	-	101	upstream	101	RAD51-AS1
chr15	40987525	40987659	135	*	X037845	5888	40987327	41024356	37030	+	0	inside	197	RAD51
chr15	40987525	40987659	135	*	X037845	100505648	40985953	40987303	1351	-	221	upstream	221	RAD51-AS1
chr15	40988076	40988115	40	*	X037846	100505648	40985953	40987303	1351	-	772	upstream	772	RAD51-AS1
chr15	41099447	41099494	48	*	X037847	84936	41099274	41106767	7494	+	0	inside	172	ZFYVE19
chr15	41099447	41099494	48	*	X037847	55192	41060067	41099676	39610	-	0	inside	181	DNAJC17
chr15	41099997	41100045	49	*	X037848	55192	41060067	41099676	39610	-	320	upstream	320	DNAJC17
chr15	41100335	41100400	66	*	X037849	55192	41060067	41099676	39610	-	658	upstream	658	DNAJC17
chr15	41219634	41219830	197	*	X037866	54567	41221531	41231258	9728	+	1700	upstream	1700	DLL4
chr15	41220579	41220585	7	*	X037867	54567	41221531	41231258	9728	+	945	upstream	945	DLL4
chr15	41220769	41220798	30	*	X037868	54567	41221531	41231258	9728	+	732	upstream	732	DLL4
chr15	41220996	41221218	223	*	X037869	54567	41221531	41231258	9728	+	312	upstream	312	DLL4
chr15	41221311	41221478	168	*	X037870	54567	41221531	41231258	9728	+	52	upstream	52	DLL4
chr15	41245256	41245354	99	*	X037880	79094	41245636	41248717	3082	+	281	upstream	281	CHAC1
chr15	41407712	41408056	345	*	X037896	54617	41267988	41408340	140353	-	0	inside	283	INO80
chr15	41850513	41850765	253	*	X037901	7301	41851220	41871536	20317	+	454	upstream	454	TYRO3
chr15	42160085	42160184	100	*	X037915	100423013	42158693	42158749	57	-	1335	upstream	1335	MIR4310
chr15	42160215	42160259	45	*	X037916	100423013	42158693	42158749	57	-	1465	upstream	1465	MIR4310
chr15	42160280	42160354	75	*	X037917	100423013	42158693	42158749	57	-	1530	upstream	1530	MIR4310
chr15	42160415	42160546	132	*	X037918	100423013	42158693	42158749	57	-	1665	upstream	1665	MIR4310
chr15	42186133	42186409	277	*	X037954	51332	42140344	42186275	45932	-	0	overlapStart	0	SPTBN5
chr15	42186993	42187077	85	*	X037955	51332	42140344	42186275	45932	-	717	upstream	717	SPTBN5
chr15	42187138	42187427	290	*	X037956	51332	42140344	42186275	45932	-	862	upstream	862	SPTBN5
chr15	42565819	42565983	165	*	X038022	2595	42565856	42645864	80009	+	0	overlapStart	0	GANC
chr15	42565819	42565983	165	*	X038022	25963	42502726	42565755	63030	-	63	upstream	63	TMEM87A
chr15	42566104	42566238	135	*	X038023	2595	42565856	42645864	80009	+	0	inside	247	GANC
chr15	42566104	42566238	135	*	X038023	25963	42502726	42565755	63030	-	348	upstream	348	TMEM87A
chr15	42566884	42566961	78	*	X038024	25963	42502726	42565755	63030	-	1128	upstream	1128	TMEM87A
chr15	42841166	42841361	196	*	X038027	55142	42841011	42862190	21180	+	0	inside	154	HAUS2
chr15	42841166	42841361	196	*	X038027	255252	42834720	42841002	6283	-	163	upstream	163	LRRC57
chr15	42841452	42841554	103	*	X038028	255252	42834720	42841002	6283	-	449	upstream	449	LRRC57
chr15	43397962	43398066	105	*	X038030	197131	43235098	43398286	163189	-	0	inside	219	UBR1
chr15	43398071	43398220	150	*	X038031	197131	43235098	43398286	163189	-	0	inside	65	UBR1
chr15	43558676	43558810	135	*	X038064	9333	43524793	43559055	34263	-	0	inside	244	TGM5
chr15	43560941	43561090	150	*	X038065	9333	43524793	43559055	34263	-	1885	upstream	1885	TGM5
chr15	43593968	43594162	195	*	X038087	116179	43568479	43594453	25975	-	0	inside	290	TGM7
chr15	43594353	43594477	125	*	X038088	116179	43568479	43594453	25975	-	0	overlapStart	0	TGM7
chr15	43594493	43594627	135	*	X038089	116179	43568479	43594453	25975	-	39	upstream	39	TGM7
chr15	43623264	43623353	90	*	X038092	9836	43619974	43622820	2847	-	443	upstream	443	LCMT2
chr15	43662671	43662690	20	*	X038093	27229	43663313	43698240	34928	+	622	upstream	622	TUBGCP4
chr15	43662671	43662690	20	*	X038093	146050	43650370	43662258	11889	-	412	upstream	412	ZSCAN29
chr15	43662946	43663031	86	*	X038094	27229	43663313	43698240	34928	+	281	upstream	281	TUBGCP4
chr15	43662946	43663031	86	*	X038094	146050	43650370	43662258	11889	-	687	upstream	687	ZSCAN29
chr15	43804134	43804292	159	*	X038095	7158	43699412	43802707	103296	-	1426	upstream	1426	TP53BP1
chr15	43808140	43808289	150	*	X038096	4130	43809806	43823818	14013	+	1516	upstream	1516	MAP1A
chr15	43808364	43808498	135	*	X038097	4130	43809806	43823818	14013	+	1307	upstream	1307	MAP1A
chr15	43808515	43808814	300	*	X038098	4130	43809806	43823818	14013	+	991	upstream	991	MAP1A
chr15	43809099	43809398	300	*	X038099	4130	43809806	43823818	14013	+	407	upstream	407	MAP1A
chr15	43809654	43809695	42	*	X038100	4130	43809806	43823818	14013	+	110	upstream	110	MAP1A
chr15	43809940	43810074	135	*	X038101	4130	43809806	43823818	14013	+	0	inside	133	MAP1A
chr15	43810090	43810731	642	*	X038102	4130	43809806	43823818	14013	+	0	inside	283	MAP1A
chr15	44093057	44093153	97	*	X038110	80237	44064798	44091335	26538	-	1721	upstream	1721	ELL3
chr15	44093057	44093153	97	*	X038110	619189	44086372	44092295	5924	-	761	upstream	761	SERINC4
chr15	44116522	44116746	225	*	X038111	4236	44096733	44116951	20219	-	0	inside	204	MFAP1
chr15	44487612	44487736	125	*	X038113	84978	44165474	44487429	321956	-	182	upstream	182	FRMD5
chr15	44487977	44488096	120	*	X038114	84978	44165474	44487429	321956	-	547	upstream	547	FRMD5
chr15	44955424	44955633	210	*	X038119	80208	44854894	44955876	100983	-	0	inside	242	SPG11
chr15	45003740	45003859	120	*	X038124	567	45003685	45010357	6673	+	0	inside	54	B2M
chr15	45003740	45003859	120	*	X038124	197135	44957930	45003514	45585	-	225	upstream	225	PATL2
chr15	45003934	45004353	420	*	X038125	567	45003685	45010357	6673	+	0	inside	248	B2M
chr15	45003934	45004353	420	*	X038125	197135	44957930	45003514	45585	-	419	upstream	419	PATL2
chr15	45404594	45404773	180	*	X038137	405753	45406523	45410301	3779	+	1749	upstream	1749	DUOXA2
chr15	45404879	45405178	300	*	X038138	405753	45406523	45410301	3779	+	1344	upstream	1344	DUOXA2
chr15	45405254	45405508	255	*	X038139	405753	45406523	45410301	3779	+	1014	upstream	1014	DUOXA2
chr15	45405599	45405733	135	*	X038140	405753	45406523	45410301	3779	+	789	upstream	789	DUOXA2
chr15	45405747	45406121	375	*	X038141	405753	45406523	45410301	3779	+	401	upstream	401	DUOXA2
chr15	45405747	45406121	375	*	X038141	50506	45384852	45406359	21508	-	0	inside	237	DUOX2
chr15	45406154	45406273	120	*	X038142	405753	45406523	45410301	3779	+	249	upstream	249	DUOXA2
chr15	45406154	45406273	120	*	X038142	50506	45384852	45406359	21508	-	0	inside	85	DUOX2
chr15	45407172	45407291	120	*	X038143	50506	45384852	45406359	21508	-	812	upstream	812	DUOX2
chr15	45407738	45407768	31	*	X038144	50506	45384852	45406359	21508	-	1378	upstream	1378	DUOX2
chr15	45408038	45408326	289	*	X038145	50506	45384852	45406359	21508	-	1678	upstream	1678	DUOX2
chr15	45815220	45815444	225	*	X038170	7782	45774680	45815002	40323	-	217	upstream	217	SLC30A4
chr15	48938160	48938294	135	*	X038183	2200	48700503	48937985	237483	-	174	upstream	174	FBN1
chr15	48938661	48938810	150	*	X038184	2200	48700503	48937985	237483	-	675	upstream	675	FBN1
chr15	49102995	49103130	136	*	X038185	22995	49030135	49103343	73209	-	0	inside	212	CEP152
chr15	49255254	49255433	180	*	X038191	399694	49115934	49255641	139708	-	0	inside	207	SHC4
chr15	49255566	49255643	78	*	X038192	399694	49115934	49255641	139708	-	0	overlapStart	0	SHC4
chr15	49255851	49255958	108	*	X038193	399694	49115934	49255641	139708	-	209	upstream	209	SHC4
chr15	49256791	49256795	5	*	X038194	399694	49115934	49255641	139708	-	1149	upstream	1149	SHC4
chr15	49447004	49447063	60	*	X038198	2585	49447976	49622002	174027	+	912	upstream	912	GALK2
chr15	49447004	49447063	60	*	X038198	100306975	49448495	49450822	2328	+	1431	upstream	1431	NDUFAF4P1
chr15	49912974	49912985	12	*	X038199	56986	49913226	49937333	24108	+	240	upstream	240	DTWD1
chr15	49912974	49912985	12	*	X038199	196951	49620592	49913118	292527	-	0	inside	132	FAM227B
chr15	51200148	51200226	79	*	X038201	23431	51200869	51298097	97229	+	642	upstream	642	AP4E1
chr15	52042972	52043166	195	*	X038213	29767	52043758	52108558	64801	+	591	upstream	591	TMOD2
chr15	52043302	52043421	120	*	X038214	29767	52043758	52108558	64801	+	336	upstream	336	TMOD2
chr15	52043302	52043421	120	*	X038214	256586	52015261	52043650	28390	-	0	inside	228	LYSMD2
chr15	52822108	52822272	165	*	X038221	4644	52599480	52821247	221768	-	860	upstream	860	MYO5A
chr15	52970987	52971243	257	*	X038223	56204	52873518	52970953	97436	-	33	upstream	33	FAM214A
chr15	55489014	55489082	69	*	X038249	51187	55473512	55489231	15720	-	0	inside	148	RSL24D1
chr15	56286122	56286223	102	*	X038253	4734	56119122	56285835	166714	-	286	upstream	286	NEDD4
chr15	56536260	56536474	215	*	X038254	64864	56379479	56535483	156005	-	776	upstream	776	RFX7
chr15	56536548	56536592	45	*	X038255	64864	56379479	56535483	156005	-	1064	upstream	1064	RFX7
chr15	57667042	57667176	135	*	X038271	84952	57668703	57842925	174223	+	1526	upstream	1526	CGNL1
chr15	57883799	57884044	246	*	X038274	100820829	57884102	57999153	115052	+	57	upstream	57	MYZAP
chr15	57883799	57884044	246	*	X038274	145781	57884102	58009755	125654	+	57	upstream	57	GCOM1
chr15	57884250	57884489	240	*	X038275	100820829	57884102	57999153	115052	+	0	inside	147	MYZAP
chr15	57884250	57884489	240	*	X038275	145781	57884102	58009755	125654	+	0	inside	147	GCOM1
chr15	59279939	59280026	88	*	X038305	54778	59279865	59389618	109754	+	0	inside	73	RNF111
chr15	59729426	59729560	135	*	X038314	145773	59730372	59815751	85380	+	811	upstream	811	FAM81A
chr15	59729666	59729830	165	*	X038315	145773	59730372	59815751	85380	+	541	upstream	541	FAM81A
chr15	59729861	59730010	150	*	X038316	145773	59730372	59815751	85380	+	361	upstream	361	FAM81A
chr15	59730131	59730186	56	*	X038317	145773	59730372	59815751	85380	+	185	upstream	185	FAM81A
chr15	59730510	59730685	176	*	X038318	145773	59730372	59815751	85380	+	0	inside	137	FAM81A
chr15	59981982	59982191	210	*	X038331	663	59955062	59981642	26581	-	339	upstream	339	BNIP2
chr15	60294489	60294653	165	*	X038361	27023	60296421	60328408	31988	+	1767	upstream	1767	FOXB1
chr15	60295545	60295615	71	*	X038362	27023	60296421	60328408	31988	+	805	upstream	805	FOXB1
chr15	60296274	60296438	165	*	X038363	27023	60296421	60328408	31988	+	0	overlapStart	0	FOXB1
chr15	61521802	61521905	104	*	X038446	6095	60780483	61521502	741020	-	299	upstream	299	RORA
chr15	61522101	61522205	105	*	X038447	6095	60780483	61521502	741020	-	598	upstream	598	RORA
chr15	62458464	62458583	120	*	X038467	388125	62455737	62457482	1746	-	981	upstream	981	C2CD4B
chr15	63567979	63568128	150	*	X038501	83464	63569749	63601325	31577	+	1620	upstream	1620	APH1B
chr15	63673899	63674009	111	*	X038514	771	63615730	63674075	58346	-	0	inside	65	CA12
chr15	63674110	63674243	134	*	X038515	771	63615730	63674075	58346	-	34	upstream	34	CA12
chr15	63675258	63675407	150	*	X038516	771	63615730	63674075	58346	-	1182	upstream	1182	CA12
chr15	64338227	64338321	95	*	X038546	23604	64199235	64338521	139287	-	0	inside	199	DAPK2
chr15	64338912	64339216	305	*	X038547	23604	64199235	64338521	139287	-	390	upstream	390	DAPK2
chr15	64339667	64339739	73	*	X038548	23604	64199235	64338521	139287	-	1145	upstream	1145	DAPK2
chr15	64339786	64339801	16	*	X038549	23604	64199235	64338521	139287	-	1264	upstream	1264	DAPK2
chr15	64386522	64386631	110	*	X038551	84191	64364761	64386207	21447	-	314	upstream	314	CIAO2A
chr15	64386522	64386631	110	*	X038551	6642	64388083	64436433	48351	+	1451	upstream	1451	SNX1
chr15	64673391	64673525	135	*	X038553	9768	64657211	64673702	16492	-	0	inside	176	PCLAF
chr15	64680035	64680331	297	*	X038554	9325	64680003	64747502	67500	+	0	inside	31	TRIP4
chr15	65055137	65055202	66	*	X038580	100302184	65054586	65054714	129	-	422	upstream	422	MIR1272
chr15	65055358	65055376	19	*	X038581	100302184	65054586	65054714	129	-	643	upstream	643	MIR1272
chr15	65068017	65068213	197	*	X038584	348093	65032095	65067770	35676	-	246	upstream	246	RBPMS2
chr15	65068327	65068491	165	*	X038585	348093	65032095	65067770	35676	-	556	upstream	556	RBPMS2
chr15	65068559	65068881	323	*	X038586	348093	65032095	65067770	35676	-	788	upstream	788	RBPMS2
chr15	65069459	65069713	255	*	X038587	348093	65032095	65067770	35676	-	1688	upstream	1688	RBPMS2
chr15	65117599	65117748	150	*	X038595	80119	65107833	65117838	10006	-	0	inside	89	PIF1
chr15	65118038	65118363	326	*	X038596	80119	65107833	65117838	10006	-	199	upstream	199	PIF1
chr15	65203818	65204037	220	*	X038602	348094	65204101	65251041	46941	+	63	upstream	63	ANKDD1A
chr15	65715492	65715517	26	*	X038633	57722	65673825	65715410	41586	-	81	upstream	81	IGDCC4
chr15	65715655	65715774	120	*	X038634	57722	65673825	65715410	41586	-	244	upstream	244	IGDCC4
chr15	65903220	65903386	167	*	X038637	9187	65903704	65953256	49553	+	317	upstream	317	SLC24A1
chr15	65903220	65903386	167	*	X038637	81556	65871096	65903627	32532	-	0	inside	240	INTS14
chr15	66546059	66546253	195	*	X038740	84465	66187634	66546075	358442	-	0	overlapStart	0	MEGF11
chr15	66546545	66546784	240	*	X038741	84465	66187634	66546075	358442	-	469	upstream	469	MEGF11
chr15	66547259	66547408	150	*	X038742	84465	66187634	66546075	358442	-	1183	upstream	1183	MEGF11
chr15	66547430	66547564	135	*	X038743	84465	66187634	66546075	358442	-	1354	upstream	1354	MEGF11
chr15	66547754	66547963	210	*	X038744	84465	66187634	66546075	358442	-	1678	upstream	1678	MEGF11
chr15	66649179	66649184	6	*	X038748	54962	66629008	66649054	20047	-	124	upstream	124	TIPIN
chr15	66649274	66649408	135	*	X038749	54962	66629008	66649054	20047	-	219	upstream	219	TIPIN
chr15	66796121	66796240	120	*	X038751	595099	66794360	66794429	70	-	1691	upstream	1691	SNORD18B
chr15	66796121	66796240	120	*	X038751	595097	66795149	66795248	100	-	872	upstream	872	SNORD16
chr15	66796121	66796240	120	*	X038751	55055	66797431	66841822	44392	+	1190	upstream	1190	ZWILCH
chr15	66796121	66796240	120	*	X038751	595098	66795583	66795652	70	-	468	upstream	468	SNORD18A
chr15	66797126	66797179	54	*	X038752	595097	66795149	66795248	100	-	1877	upstream	1877	SNORD16
chr15	66797126	66797179	54	*	X038752	55055	66797431	66841822	44392	+	251	upstream	251	ZWILCH
chr15	66797126	66797179	54	*	X038752	595098	66795583	66795652	70	-	1473	upstream	1473	SNORD18A
chr15	66797651	66797772	122	*	X038753	55055	66797431	66841822	44392	+	0	inside	219	ZWILCH
chr15	66797651	66797772	122	*	X038753	595098	66795583	66795652	70	-	1998	upstream	1998	SNORD18A
chr15	67357217	67357293	77	*	X038790	4088	67358195	67487533	129339	+	901	upstream	901	SMAD3
chr15	67358483	67358506	24	*	X038791	4088	67358195	67487533	129339	+	0	inside	287	SMAD3
chr15	67835301	67835630	330	*	X038796	5607	67835021	68099455	264435	+	0	inside	279	MAP2K5
chr15	68724640	68724747	108	*	X038883	22801	68594042	68724492	130451	-	147	upstream	147	ITGA11
chr15	68725183	68725392	210	*	X038884	22801	68594042	68724492	130451	-	690	upstream	690	ITGA11
chr15	68725520	68725639	120	*	X038885	22801	68594042	68724492	130451	-	1027	upstream	1027	ITGA11
chr15	68725798	68725890	93	*	X038886	22801	68594042	68724492	130451	-	1305	upstream	1305	ITGA11
chr15	68725934	68726202	269	*	X038887	22801	68594042	68724492	130451	-	1441	upstream	1441	ITGA11
chr15	68870248	68870397	150	*	X038913	10391	68871308	69020144	148837	+	910	upstream	910	CORO2B
chr15	68870803	68870944	142	*	X038914	10391	68871308	69020144	148837	+	363	upstream	363	CORO2B
chr15	69113894	69113924	31	*	X038939	8125	69070875	69113261	42387	-	632	upstream	632	ANP32A
chr15	69363295	69363343	49	*	X038959	283673	69365266	69388163	22898	+	1922	upstream	1922	EWSAT1
chr15	69452483	69452559	77	*	X038979	26035	69452973	69564544	111572	+	413	upstream	413	GLCE
chr15	69452710	69452739	30	*	X038980	26035	69452973	69564544	111572	+	233	upstream	233	GLCE
chr15	69589322	69589448	127	*	X038987	54852	69591294	69699976	108683	+	1845	upstream	1845	PAQR5
chr15	69589757	69589876	120	*	X038988	54852	69591294	69699976	108683	+	1417	upstream	1417	PAQR5
chr15	69590460	69590654	195	*	X038989	54852	69591294	69699976	108683	+	639	upstream	639	PAQR5
chr15	69590985	69591318	334	*	X038990	54852	69591294	69699976	108683	+	0	overlapStart	0	PAQR5
chr15	71056237	71056249	13	*	X039380	55075	70946893	71055850	108958	-	386	upstream	386	UACA
chr15	71056525	71056625	101	*	X039381	55075	70946893	71055850	108958	-	674	upstream	674	UACA
chr15	71145466	71145600	135	*	X039385	54839	71145618	71342436	196819	+	17	upstream	17	LRRC49
chr15	71145805	71146014	210	*	X039386	54839	71145618	71342436	196819	+	0	inside	186	LRRC49
chr15	71147920	71148054	135	*	X039388	55323	71123889	71146498	22610	-	1421	upstream	1421	LARP6
chr15	71408290	71408484	195	*	X039390	196993	71402583	71407839	5257	-	450	upstream	450	CT62
chr15	71409417	71409698	282	*	X039391	196993	71402583	71407839	5257	-	1577	upstream	1577	CT62
chr15	72100740	72100964	225	*	X039426	10002	72102894	72110597	7704	+	1929	upstream	1929	NR2E3
chr15	72101010	72101289	280	*	X039427	10002	72102894	72110597	7704	+	1604	upstream	1604	NR2E3
chr15	72101889	72101984	96	*	X039428	10002	72102894	72110597	7704	+	909	upstream	909	NR2E3
chr15	72668925	72669044	120	*	X039450	3073	72635778	72668520	32743	-	404	upstream	404	HEXA
chr15	72668925	72669044	120	*	X039450	60677	72559086	72668520	109435	-	404	upstream	404	CELF6
chr15	72766258	72766392	135	*	X039454	25820	72766667	72878896	112230	+	274	upstream	274	ARIH1
chr15	72978201	72978381	181	*	X039457	585	72978520	73030817	52298	+	138	upstream	138	BBS4
chr15	72978201	72978381	181	*	X039457	123346	72968123	72978490	10368	-	0	inside	108	HIGD2B
chr15	72978773	72978845	73	*	X039458	585	72978520	73030817	52298	+	0	inside	252	BBS4
chr15	72978773	72978845	73	*	X039458	123346	72968123	72978490	10368	-	282	upstream	282	HIGD2B
chr15	73074926	73075032	107	*	X039459	100287559	73075176	73090540	15365	+	143	upstream	143	ADPGK-AS1
chr15	73076353	73076502	150	*	X039460	83440	73043708	73076126	32419	-	226	upstream	226	ADPGK
chr15	73661385	73661659	275	*	X039511	10021	73612200	73661605	49406	-	0	overlapStart	0	HCN4
chr15	73661810	73661929	120	*	X039512	10021	73612200	73661605	49406	-	204	upstream	204	HCN4
chr15	73661954	73662238	285	*	X039513	10021	73612200	73661605	49406	-	348	upstream	348	HCN4
chr15	73662365	73662469	105	*	X039514	10021	73612200	73661605	49406	-	759	upstream	759	HCN4
chr15	73735055	73735174	120	*	X039515	283677	73735499	73852353	116855	+	324	upstream	324	REC114
chr15	73735220	73735354	135	*	X039516	283677	73735499	73852353	116855	+	144	upstream	144	REC114
chr15	73735415	73735429	15	*	X039517	283677	73735499	73852353	116855	+	69	upstream	69	REC114
chr15	73975686	73975790	105	*	X039526	80381	73976622	74006859	30238	+	831	upstream	831	CD276
chr15	74043771	74044180	410	*	X039534	388135	74032141	74043816	11676	-	0	overlapStart	0	INSYN1
chr15	74045729	74046014	286	*	X039535	388135	74032141	74043816	11676	-	1912	upstream	1912	INSYN1
chr15	74218399	74218623	225	*	X039569	4016	74218789	74244478	25690	+	165	upstream	165	LOXL1
chr15	74218780	74218959	180	*	X039570	4016	74218789	74244478	25690	+	0	overlapStart	0	LOXL1
chr15	74220349	74220414	66	*	X039571	100287616	74209809	74220589	10781	-	0	inside	174	LOXL1-AS1
chr15	74220484	74220603	120	*	X039572	100287616	74209809	74220589	10781	-	0	overlapStart	0	LOXL1-AS1
chr15	74221390	74221524	135	*	X039573	100287616	74209809	74220589	10781	-	800	upstream	800	LOXL1-AS1
chr15	74286534	74286653	120	*	X039585	5371	74287014	74340155	53142	+	360	upstream	360	PML
chr15	74286819	74286861	43	*	X039586	5371	74287014	74340155	53142	+	152	upstream	152	PML
chr15	74286819	74286861	43	*	X039586	9399	74275559	74286963	11405	-	0	inside	101	STOML1
chr15	74287318	74287598	281	*	X039587	9399	74275559	74286963	11405	-	354	upstream	354	STOML1
chr15	74287719	74287883	165	*	X039588	9399	74275559	74286963	11405	-	755	upstream	755	STOML1
chr15	74419820	74419917	98	*	X039592	57611	74421715	74429143	7429	+	1797	upstream	1797	ISLR2
chr15	74420407	74420452	46	*	X039593	57611	74421715	74429143	7429	+	1262	upstream	1262	ISLR2
chr15	74420600	74420797	198	*	X039594	57611	74421715	74429143	7429	+	917	upstream	917	ISLR2
chr15	74420933	74421135	203	*	X039595	57611	74421715	74429143	7429	+	579	upstream	579	ISLR2
chr15	74421345	74421352	8	*	X039596	57611	74421715	74429143	7429	+	362	upstream	362	ISLR2
chr15	74421345	74421352	8	*	X039596	283731	74418714	74421619	2906	-	0	inside	266	LOC283731
chr15	74421485	74421603	119	*	X039597	57611	74421715	74429143	7429	+	111	upstream	111	ISLR2
chr15	74421485	74421603	119	*	X039597	283731	74418714	74421619	2906	-	0	inside	15	LOC283731
chr15	74421661	74421727	67	*	X039598	57611	74421715	74429143	7429	+	0	overlapStart	0	ISLR2
chr15	74421661	74421727	67	*	X039598	283731	74418714	74421619	2906	-	41	upstream	41	LOC283731
chr15	74421800	74421854	55	*	X039599	57611	74421715	74429143	7429	+	0	inside	84	ISLR2
chr15	74421800	74421854	55	*	X039599	283731	74418714	74421619	2906	-	180	upstream	180	LOC283731
chr15	74421953	74422024	72	*	X039600	57611	74421715	74429143	7429	+	0	inside	237	ISLR2
chr15	74421953	74422024	72	*	X039600	283731	74418714	74421619	2906	-	333	upstream	333	LOC283731
chr15	74422055	74422249	195	*	X039601	283731	74418714	74421619	2906	-	435	upstream	435	LOC283731
chr15	74464718	74464772	55	*	X039618	3671	74466087	74469212	3126	+	1314	upstream	1314	ISLR
chr15	74464788	74465123	336	*	X039619	3671	74466087	74469212	3126	+	963	upstream	963	ISLR
chr15	74900448	74900627	180	*	X039727	1198	74900713	74922542	21830	+	85	upstream	85	CLK3
chr15	74900689	74901063	375	*	X039728	1198	74900713	74922542	21830	+	0	overlapStart	0	CLK3
chr15	74987899	74988208	310	*	X039737	80153	74922899	74988386	65488	-	0	inside	177	EDC3
chr15	75116587	75116743	157	*	X039741	594855	75117817	75124136	6320	+	1073	upstream	1073	CPLX3
